,Time (min),GPIB::3 Voltage Set,GPIB::3 Current Measure
0,0.0017513666666666666,0.0,8.685812e-12
1,0.0083153,1.1111111111111112,2.231656e-11
2,0.013791633333333332,2.2222222222222223,2.602056e-11
3,0.019292716666666664,3.3333333333333335,2.448958e-11
4,0.024792266666666667,4.444444444444445,2.493406e-11
5,0.030275700000000003,5.555555555555555,2.261289e-11
6,0.03577845,6.666666666666667,2.360062e-11
7,0.041273899999999995,7.777777777777779,2.246469e-11
8,0.046766833333333334,8.88888888888889,2.48353e-11
9,0.05228106666666667,10.0,2.211899e-11
